year,cbsacode,Sample_Size,Data_value,Data_value_unit,Data_value_type,population,total_adult_obesity,total_adult_smoking,total_children_in_poverty,total_children_in_single-parent_households,total_excessive_drinking,total_homicides,total_mental_health_providers,total_motor_vehicle_crash_deaths,total_not_proficient_in_english,total_physical_inactivity,total_poor_or_fair_health,total_premature_death,total_primary_care_physicians,total_rural,total_sexually_transmitted_infections,total_uninsured_adults,total_violent_crime,total_poor_physical_health_days,total_poor_mental_health_days,depression_twitter19,depression_twitter10,CENSUS2019POP,CENSUS2010POP,Park_Area_Acres,Weighted_RESP,noise4050n,noise5060n,noise6070n,noise7080n,noise8090n,noise90n
2021,17820,276,25.41,%,Crude Prevalence,745791,130479.361,87386.32916,18368.61,37181.69537,99900.18776,43.68045794,0.02515,94.86848718,10674.80546,88709.99399,77719.85767,56012.40436,0.004501292,80257.01332,4173.645894,47002.15138,2940.277565,43322.33251,45644.58563,,,,,2660735.546,0.127455439,,,,,,
2022,17820,269,24.07,%,Crude Prevalence,753839,142251.861,82192.24,19999.254,39032.69707,102483.5401,47.34554462,0.02811,98.48548975,9779.839191,113223.758,87875.277,60261.68775,0.004659948,81051.72185,4208.58893,49546.53527,2972.216343,42551.05861,50601.66994,,,,,2660735.546,0.127455439,,,,,,
2011,17900,248,13.11,%,Crude Prevalence,744730,168262.7294,111790.1845,31705.38274,66268.00372,92932.22307,0,0.001646168,155.91544,20132.841,148137.6603,81080.80751,62829.34575,0.007047201,219430.553,5405.115128,92589.92144,5582.19056,12761.08556,13652.10056,,0.037735849,,767598,3075.765014,0.404761933,,,,,,
2012,17900,301,15.09,%,Crude Prevalence,744730,177975.3468,112031.8596,38769.60291,68038.11118,92479.1891,59.26569451,0.001646168,157.3556199,22039.13435,150929.3407,82238.41989,61055.89345,0.007047201,219430.553,5103.335733,93583.0611,5670.811473,13238.21944,14496.94056,,,,,3075.765014,0.404761933,,,,,,
2013,17900,271,18.63,%,Crude Prevalence,777116,187884.45,112652.725,42874.561,68924.76993,98370.608,60.20012817,0.003419088,150.254541,12844.24255,159310.548,88616.551,59612.26311,0.005240563,188348.2689,4934.639034,108567.423,5728.938452,14224.29611,14834.56611,,,,,3075.765014,0.404761933,,,,,,
2014,17900,239,18.56,%,Crude Prevalence,784745,189509.875,109632.972,42001.309,71129.17327,98455.209,60.77766935,0,151.4791504,12591.85652,158883.204,88686.065,60161.55198,0.005307759,189255.4825,5252.728175,105115.585,5614.141426,14387.74222,14885.10944,,,,,3075.765014,0.404761933,,,,,,
2015,17900,239,20.86,%,Crude Prevalence,793779,195370.713,111290.773,41919.368,70563.95411,100035.392,55.65387045,0.01399,140.7659605,11836.43813,152425.906,90050.839,60709.99014,0.005425417,190798.6916,5187.200521,108722.3312,5448.547125,14553.49278,15057.02556,,,,,3075.765014,0.404761933,,,,,,
2016,17900,254,20.72,%,Crude Prevalence,800495,199283.32,110602.091,40538.087,72403.05425,108831.762,55.869829,0.01503,140.712747,12090.59998,151287.935,101910.199,61146.24598,0.005536869,192092.1699,4504.351294,105764.2878,5486.967029,16373.21889,17425.63278,,,,,3075.765014,0.404761933,,,,,,
2017,17900,249,19.98,%,Crude Prevalence,810068,208518.486,104248.5404,39585.477,71936.83815,110118.7065,59.33538602,0.01607,131.4100304,11813.22279,144205.189,95183.03922,62191.3808,0.005661497,193587.169,5542.332373,92620.0513,4932.232581,17308.17848,18599.1287,,,,,3075.765014,0.404761933,,,,,,
2018,17900,194,17.95,%,Crude Prevalence,817488,210322.246,97743.72241,37288.33301,71304.19018,123480.8492,60.13556387,0.01725,136.0124255,11333.38577,148370.923,103351.8808,64391.45381,0.005720175,195258.8258,5429.670217,72726.20577,4970.239295,17982.47859,19745.67065,,,,,3075.765014,0.404761933,,,,,,
2019,17900,101,17.7,%,Crude Prevalence,825033,209570.789,98742.15978,36001.805,71559.95914,124764.9082,65.06188698,0.01805,137.6358194,11505.11707,150036.372,104403.2184,67473.28177,0.005739817,197186.8459,5801.18303,67781.43818,4783.315862,18147.51427,19926.77175,,,,,3075.765014,0.404761933,,,,,,
2021,17900,257,20.46,%,Crude Prevalence,838433,223005.849,118913.555,37229.824,58828.33517,119964.7755,72.96440567,0.02037,140.0213714,11411.92312,161464.798,110611.6787,67215.77246,0.005938909,200150.3383,6949.679684,74151.745,4847.532759,18455.60902,20961.96544,,,,,3075.765014,0.404761933,,,,,,
2022,17900,230,17.86,%,Crude Prevalence,847397,221252.782,116523.864,32992.347,59008.41284,146839.2256,77.48791713,0.02133,142.7640953,10655.58475,177407.186,122746.213,71760.6606,0.006075314,201941.7325,7105.89489,76315.9179,4892.350237,19151.7005,21484.59823,,,,,3075.765014,0.404761933,,,,,,
2011,18100,80,12.66,%,Crude Prevalence,42847,8995.360948,5404.66388,1301.766648,3012.690408,6241.506068,0.744506,2.03E-05,10.165988,4327.26,7489.550908,4062.323104,2490.204262,0.000173057,15967.056,90.649664,4967.445357,0,1965.086667,1645,,,,,385.6417647,0.2,8885.410277,8421.126028,1053.984525,190.3708968,29.59399885,2.303911759
2011,18140,268,19.42,%,Crude Prevalence,1866119,428522.766,299801.8222,76586.77138,143504.7392,255335.3203,118.220593,0.008252233,208.797674,62606.525,350903.5055,180579.249,139271.7258,0.018185706,344813.946,8540.625112,183889.4444,0,22168.60167,23534.47133,,0.107692308,,1901974,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2012,18140,328,18.49,%,Crude Prevalence,1866119,434670.4903,300626.0918,97474.38159,148664.4958,256957.0959,144.6625702,0.008252233,205.2114403,64127.27231,362347.3921,188222.8279,139026.7223,0.018185706,344813.946,9252.293028,207056.6233,8281.878767,22602.13367,24444.32367,,,,,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2013,18140,431,23.43,%,Crude Prevalence,1924161,448414.294,295675.3756,103437.342,152984.4445,266769.5778,135.1378203,0.008371089,195.5018943,28462.63231,373638.258,197240.8789,139434.6044,0.015727692,315291.7566,9744.686818,213225.211,7163.063112,22601.229,24678.91167,,,,,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2014,18140,340,18.76,%,Crude Prevalence,1944002,445048.198,292035.078,102853.563,156092.2724,273378.3433,136.7111311,0,197.1718229,27971.51731,382660.61,210569.719,140889.9543,0.016347542,316069.993,9142.375367,209708.9715,7031.710833,22970.09967,24388.11567,,,,,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2015,18140,370,21.89,%,Crude Prevalence,1967066,446580.465,295944.776,100293.541,159519.6722,277300.4003,128.1427635,0.0242,192.1343389,29383.02805,370227.194,213354.256,138843.9134,0.016521142,317830.9016,9059.127982,212022.6892,6921.184707,23230.83167,24666.77733,,,,,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2016,18140,350,20.12,%,Crude Prevalence,1994536,450452.825,276454.743,98694.28501,162382.4491,291305.263,126.538947,0.027529999,190.3362192,29745.72098,370613.226,236145.233,140598.8993,0.017599243,320614.1865,10002.75506,206375.4603,7024.431499,24484.28433,26182.175,,,,,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2017,18140,429,22.79,%,Crude Prevalence,2021632,469000.84,289246.5193,96608.90402,164343.7198,301521.8911,131.6385293,0.03098,190.1586547,30761.5204,356732.234,223015.1412,140215.0309,0.017931491,322709.8069,10561.14785,153777.3424,6388.329518,23901.48049,25857.65988,,,,,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2018,18140,341,20.97,%,Crude Prevalence,2041520,468729.778,295059.042,95163.47899,168430.5842,302217.915,145.1755771,0.03545,199.2460281,31861.63685,371513.598,234929.0297,143212.1096,0.017971796,324900.9121,11613.92414,124870.6706,6452.265813,23949.10522,27267.16133,,,,,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2019,18140,354,21.88,%,Crude Prevalence,2078725,475775.375,301031.8813,89496.05501,170655.9951,308470.7318,153.2024381,0.04255,203.7805706,33434.51324,352626.194,239709.4347,154779.8578,0.018532521,328434.2094,12476.82892,109546.562,6321.218853,24381.78141,27766.39471,,,,,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2020,18140,457,21.38,%,Crude Prevalence,2106541,495102.816,307393.9831,87699.27999,171802.2233,331471.2151,158.6830575,0.049149999,203.8222692,34723.21638,383302.572,256939.6783,159119.7704,0.018760274,331618.7752,12084.29328,112613.0308,6408.234728,26760.67064,29855.54825,,,,,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2021,18140,422,22.25,%,Crude Prevalence,2122271,514665.756,318678.7086,76855.19599,129701.8179,293729.2751,144.4224159,0.05289,208.4530182,36350.66699,377681.914,263230.2047,162457.6112,0.019001772,334654.0447,12759.25975,124338.6849,6445.373531,26661.50121,32379.55626,,,,,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2022,18140,560,22.27,%,Crude Prevalence,2138946,585202.995,334014.178,79826.29101,126351.7899,318355.5667,158.0751739,0.058740001,217.9475809,36477.46708,455125.506,291434.934,169651.1077,0.01955787,337334.5277,13015.85426,124811.4161,6488.427341,28839.38053,34930.02628,,,,,41096.83534,0.216857361,9243.12838,8050.932892,1598.385961,479.1313088,45.65674909,7.318668048
2011,18180,161,24.44,%,Crude Prevalence,149071,29255.18375,19776.50422,3205.0265,8589.47102,19308.42128,2.683278,0.000991322,15.205242,2236.065,23170.10553,11233.99056,8437.120458,0.001921186,79752.985,216.302021,11881.55498,0,14410.19667,13913.29333,,,,,6491.92218,0.206427257,,,,,,
2012,18180,146,21.67,%,Crude Prevalence,149071,29723.26669,18723.3176,3461.42862,9001.036966,18957.35907,0,0.000991322,15.31836154,2266.289339,24106.27141,11233.99056,8019.691844,0.001921186,79752.985,200.202353,13523.72112,188.8336246,13913.29333,13913.29333,,,,,6491.92218,0.206427257,,,,,,
2014,18580,106,17.78,%,Crude Prevalence,437109,95554.862,81262.17078,28983.92,45369.21962,89696.94398,25.58785378,0,57.13699996,21612.69665,82899.405,64747.88603,34019.4654,0.00282652,41799.8139,2989.79962,79752.85404,2605.203189,21451.53222,21932.85333,,,,,9431.232178,0.197282013,38751.54647,32861.04365,13236.03704,3032.149997,244.9344488,6.639913726
2015,18580,112,18.33,%,Crude Prevalence,442600,99798.132,82291.41593,29432.556,46113.9768,90820.1921,25.48649,0.00352,58.18547435,20561.22404,80786.802,65558.72337,34958.15216,0.002876283,42336.70652,3058.564254,78039.52238,2487.993034,21720.10778,22196.11833,,,,,9431.232178,0.197282013,38751.54647,32861.04365,13236.03704,3032.149997,244.9344488,6.639913726
2016,18580,81,11.11,%,Crude Prevalence,448108,106310.357,53710.111,26583.361,46196.61602,60254.892,25.027932,0.00376,56.98841059,19421.2543,94576.64,70468.484,35621.54763,0.002934986,42922.74826,3111.206564,78665.23669,2517.746973,19139.47,16281.92667,,,,,9431.232178,0.197282013,38751.54647,32861.04365,13236.03704,3032.149997,244.9344488,6.639913726
2017,18580,147,20.7,%,Crude Prevalence,452422,112188.681,56911.47898,33516.936,46121.05542,62586.3235,24.3569,0.00401,60.94170056,17589.77905,84905.53,80634.85356,35947.91965,0.003080053,43337.9129,3039.839362,69197.55071,2524.991963,22312.93975,18317.62041,,,,,9431.232178,0.197282013,38751.54647,32861.04365,13236.03704,3032.149997,244.9344488,6.639913726
2019,18580,171,23.29,%,Crude Prevalence,454008,115997.201,49856.35123,26877.878,44985.26438,62732.71104,26.93763951,0.00432,66.05109391,14390.69612,82448.004,74677.08597,36831.54163,0.003147001,43467.62377,2956.897917,62707.7945,2838.878459,21237.65478,18900.54249,,,,,9431.232178,0.197282013,38751.54647,32861.04365,13236.03704,3032.149997,244.9344488,6.639913726
2020,18580,156,12.67,%,Crude Prevalence,452950,117055.455,49540.32511,26228.386,43415.39953,66359.36513,28.85539115,0.00463,64.62140612,12937.27733,91730.406,79043.80831,36331.79286,0.003261515,42986.42197,2994.721471,63245.3524,2836.383111,20523.75926,20415.51787,,,,,9431.232178,0.197282013,38751.54647,32861.04365,13236.03704,3032.149997,244.9344488,6.639913726
2013,18880,214,18.65,%,Crude Prevalence,239275,53938.755,40898.808,11815.708,17525.99347,33305.643,8.365896111,0.000446051,43.47182116,4669.731073,44082.243,31153.644,18499.57375,0.001571683,57419.27744,969.962396,35868.613,881.3841357,16815.4,14023.85833,,,,,16147.06037,0.366281217,1010.135293,1145.215099,502.1871775,203.2139295,0.254474925,0.001558827
2016,18880,193,17.89,%,Crude Prevalence,258042,52048.015,36415.247,12132.214,20069.16678,41897.795,7.397844,0.00292,42.2466197,4542.602256,49755.017,29027.191,18204.94297,0.001778999,62617.29441,1119.984011,38412.16021,1074.806179,15462.65,16547.76,,,,,16147.06037,0.366281217,1010.135293,1145.215099,502.1871775,203.2139295,0.254474925,0.001558827
2017,18880,113,16.3,%,Crude Prevalence,262172,54770.144,34411.65929,11574.799,19717.31067,42801.44575,7.8733,0.00311,38.60273646,4560.548367,48353.583,28143.28582,18469.37857,0.001866933,64126.28533,1061.215848,33373.75043,1101.639149,16063.46362,17129.85922,,,,,16147.06037,0.366281217,1010.135293,1145.215099,502.1871775,203.2139295,0.254474925,0.001558827
2016,19060,118,26.21,%,Crude Prevalence,100530,24186.648,15716.46,4164.433,6420.039407,12482.028,3.41802,0.00151,12.90737298,334.2182288,23251.446,14772.285,7477.204568,0.000536076,37694.6414,284.8993777,9530.267256,355.7748626,6872.496667,6902.156667,,,,,1860.57605,0.206491361,,,,,,
2018,19060,111,25.12,%,Crude Prevalence,99541,28639.304,14135.32838,4071.226,5995.996481,13244.6806,3.286317151,0.00199,12.06888812,492.0908432,22053.95,15312.30175,7841.138718,0.000517469,37362.75633,289.968618,4720.670203,302.9190464,6872.094558,7446.45078,,,,,1860.57605,0.206491361,,,,,,
2021,19060,116,24.93,%,Crude Prevalence,97284,28054.378,17120.167,3543.978001,4817.80268,13003.86667,3.08754168,0.00243,9.513574138,556.4558517,22287.196,16227.84004,8341.164629,0.000516373,36544.90998,276.437508,4050.772465,283.6665189,7722.429086,8526.873749,,,,,1860.57605,0.206491361,,,,,,
2022,19060,165,25.85,%,Crude Prevalence,96779,30853.036,16596.22,3209.378,4577.171452,13962.57027,2.899467317,0.00251,9.664636469,507.6872981,24695.472,16009.936,9200.625455,0.000487475,36352.76802,299.447803,4216.122498,282.1984839,7228.877779,8612.4172,,,,,1860.57605,0.206491361,,,,,,
2011,19100,122,15.39,%,Crude Prevalence,6442205,1270521.158,827042.1852,321554.4576,529420.1702,721424.5298,0,0.018313703,859.359624,898012.084,1093572.531,781053.4781,427030.607,0.044620769,599363.062,26621.88797,1147000.926,31883.21464,61258.88091,60003.05848,,0.075,,6366542,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2011,19100,155,17.12,%,Crude Prevalence,6442205,1270521.158,827042.1852,321554.4576,529420.1702,721424.5298,0,0.018313703,859.359624,898012.084,1093572.531,781053.4781,427030.607,0.044620769,599363.062,26621.88797,1147000.926,31883.21464,61258.88091,60003.05848,,0.075,,6366542,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2012,19100,104,13.76,%,Crude Prevalence,6442205,1351282.236,762322.988,381971.3274,546133.5405,691830.9789,429.3782181,0.018313703,826.4499699,872291.5807,1119999.688,738685.1192,419410.2835,0.044620769,599363.062,27696.83222,1207596.743,29414.21775,62139.49182,59790.48636,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2012,19100,139,13.31,%,Crude Prevalence,6442205,1351282.236,762322.988,381971.3274,546133.5405,691830.9789,429.3782181,0.018313703,826.4499699,872291.5807,1119999.688,738685.1192,419410.2835,0.044620769,599363.062,27696.83222,1207596.743,29414.21775,62139.49182,59790.48636,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2013,19100,141,13.98,%,Crude Prevalence,6521336,1373637.954,735354.2448,403180.833,551581.9867,717386.2662,403.2560081,0.016927527,746.7798948,513402.9643,1138493.894,725067.219,419053.9444,0.039437481,460140.603,29966.07658,1220843.352,27115.6589,63864.58818,60383.55364,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2013,19100,168,18.81,%,Crude Prevalence,6521336,1373637.954,735354.2448,403180.833,551581.9867,717386.2662,403.2560081,0.016927527,746.7798948,513402.9643,1138493.894,725067.219,419053.9444,0.039437481,460140.603,29966.07658,1220843.352,27115.6589,63864.58818,60383.55364,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2014,19100,134,17.42,%,Crude Prevalence,6640349,1397427.564,710222.5645,389310.31,562015.7537,727753.5502,409.9003333,0,759.2009473,512666.2389,1148004.552,723907.3891,426251.5434,0.040779204,466516.9138,32402.25582,1236289.864,25430.74917,65987.18818,66854.15233,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2014,19100,193,13.56,%,Crude Prevalence,6640349,1397427.564,710222.5645,389310.31,562015.7537,727753.5502,409.9003333,0,759.2009473,512666.2389,1148004.552,723907.3891,426251.5434,0.040779204,466516.9138,32402.25582,1236289.864,25430.74917,65987.18818,66854.15233,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2015,19100,109,19.17,%,Crude Prevalence,6749350,1401975.635,723311.0901,390954.852,571373.2548,741761.9835,360.217819,0.060000001,708.9838233,507087.673,1150054.533,737416.9365,417432.5867,0.042416315,473312.3929,31998.99621,1249187.904,24372.24498,67023.80697,67892.53167,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2015,19100,215,15.28,%,Crude Prevalence,6749350,1401975.635,723311.0901,390954.852,571373.2548,741761.9835,360.217819,0.060000001,708.9838233,507087.673,1150054.533,737416.9365,417432.5867,0.042416315,473312.3929,31998.99621,1249187.904,24372.24498,67023.80697,67892.53167,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2016,19100,69,13.13,%,Crude Prevalence,6891715,1386141.063,723719.763,387840.344,586284.0662,895806.803,365.6675389,0.064069999,693.6084107,510028.0042,1233120.008,863277.139,421141.5789,0.044259982,483429.8122,31594.806,1246886.663,24827.54544,69348.55939,62866.3903,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2016,19100,172,11.65,%,Crude Prevalence,6891715,1386141.063,723719.763,387840.344,586284.0662,895806.803,365.6675389,0.064069999,693.6084107,510028.0042,1233120.008,863277.139,421141.5789,0.044259982,483429.8122,31594.806,1246886.663,24827.54544,69348.55939,62866.3903,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2017,19100,111,17.63,%,Crude Prevalence,7038634,1401491.239,748581.3518,350407.916,591836.7657,950630.6146,347.5305646,0.06954,681.251384,513532.7584,1178334.488,826768.0723,428868.6275,0.045666016,495386.0227,31568.1551,1072493.799,23680.39856,73734.57636,68316.35775,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
2017,19100,185,14.19,%,Crude Prevalence,7038634,1401491.239,748581.3518,350407.916,591836.7657,950630.6146,347.5305646,0.06954,681.251384,513532.7584,1178334.488,826768.0723,428868.6275,0.045666016,495386.0227,31568.1551,1072493.799,23680.39856,73734.57636,68316.35775,,,,,216176.8657,0.304956771,1227639.918,1003998.949,223852.3837,53743.27674,16043.01506,490.4707053
